2026-03-20 09:41:12,632 | INFO | __main__ | Логгер запущен
2026-03-25 12:55:44,641 | INFO | src.pipeline_retrieval | Шаг 2: Поиск по косиносному расстоянию ближайших чанков
2026-03-25 12:56:00,629 | INFO | src.indexing.vector_store | Получено результатов из БД: 50
2026-03-25 12:56:00,631 | INFO | src.indexing.vector_store | Сформировано чанков: 50
2026-03-25 12:56:00,631 | INFO | src.indexing.vector_store | После parse_search_results получено чанков: 50
2026-03-25 12:56:00,633 | INFO | src.pipeline_retrieval | После preprocess: 50 строк
2026-03-25 12:56:00,634 | INFO | src.pipeline_retrieval | Шаг 3: Выполенение reranker
2026-03-25 12:56:00,634 | INFO | src.retrieval.retriever | После фильтра коротких чанков: 45 из 50
2026-03-25 12:56:00,973 | INFO | src.retrieval.reranker | После rerank оставляем top-3
2026-03-25 12:56:00,974 | INFO | src.pipeline_retrieval | Всего чанков: 3
2026-03-25 12:56:00,974 | INFO | src.pipeline_retrieval | Шаг 4: Сборка контекста
2026-03-25 12:56:00,975 | INFO | src.retrieval.prompt_builder | Начало build_context. Получено чанков: 3
2026-03-25 12:56:00,975 | INFO | src.retrieval.prompt_builder | Собран context длиной 1678 символов
2026-03-25 12:56:00,975 | INFO | src.pipeline_retrieval | Шаг 5: Сборка prompt
2026-03-25 12:56:00,977 | INFO | src.pipeline_retrieval | Шаг 6: Генерация ответа
2026-03-25 12:56:01,854 | INFO | src.generation.llm_client | Сгенерирован ответ длиной 10 символов
2026-03-25 12:56:01,856 | INFO | src.pipeline_retrieval | Pipeline завершён
2026-03-25 12:56:01,858 | INFO | src.core.config | Время выполнения функции 'run': 17.6258 секунд
2026-03-25 13:03:51,796 | INFO | __main__ | Логгер запущен
2026-03-25 13:03:51,810 | INFO | src.retrieval.reranker | Загрузка reranker-модели: cross-encoder/ms-marco-MiniLM-L-6-v2
2026-03-25 13:03:55,470 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-25 13:04:01,755 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-25 13:04:01,767 | INFO | src.pipeline_retrieval | Шаг 1: Формирование запроса в базу данных.
2026-03-25 13:04:02,168 | INFO | src.pipeline_retrieval | Эмбеддинг запроса [0.019435974, 0.08953558, -0.04974294, 0.015652642, -0.026656052, -0.15823485, -0.018088067, -0.01309944, -0.10564635, -0.017737221, 0.08653759, -0.038171068, 0.036263745, -0.002315856, 0.030325005, -0.05694112, -0.038167913, 0.0004744887, 0.03448758, -0.09435223, 0.054428585, 0.07680798, 0.066108495, 0.033949286, -0.005945955, -0.038748406, 0.021388156, 0.09014582, 0.010623463, 0.0031868836, 0.02249712, 0.02411088, 0.13482465, 0.00031163244, 0.08159091, 0.06244769, 0.018858595, -0.066973194, -0.020442745, 0.010359467, 0.047454935, -0.009492643, -0.0372886, -0.011283675, -0.06860958, 0.002335099, -0.13637754, 0.063536495, 0.07791794, 0.03873432, -0.036505617, -0.036837187, -0.040071495, -0.058308356, 0.08262671, 0.026748298, 0.040195115, 0.00022049417, -0.002612344, -0.099448204, -0.08233489, 0.025788054, -0.034292474, -0.006652218, 0.08424411, -0.033406913, -0.03525175, 0.08554044, -0.034833357, -0.042910498, -0.10413438, -0.041600455, -0.002621415, 0.0015289178, -0.034043968, -0.08876734, -0.008812599, -0.044647418, -0.03230133, 0.04164331, 0.010216587, 0.0019848826, 0.020388981, 0.08288045, 0.013517918, -0.0319464, -0.030693248, 0.045255665, -0.0022721647, -0.03311826, -0.06375974, -0.103092216, -0.021470163, -0.008215961, -0.08024229, 0.09153832, 0.07489714, -0.03365788, -0.093688585, 0.042346247, 0.02565433, -0.06330677, 0.050365403, 0.010655372, 0.078583226, 0.015370901, -0.008819376, -0.008037395, 0.039226778, -0.051816445, -0.03918469, -0.039480653, 0.027312934, -0.061534323, 0.10269058, -0.058879957, 0.005388033, 0.034523346, 0.01669707, -0.0053633405, 0.0578458, -0.060635854, -0.017605415, 0.022059795, -0.037154127, 0.04577697, 0.07464776, -4.5200443e-33, 0.046138283, -0.045038726, 0.042082038, 0.056843694, 0.028146978, 0.0392341, 0.01680862, -0.045091487, -0.037354536, -0.004519492, -0.025320474, 0.047166802, 0.013350666, 0.0499824, -0.008078436, 0.015514634, -0.015637385, 0.030657792, -0.058091242, 0.12499366, 0.0050560124, -0.00052330643, 0.050995447, -0.030278122, -0.02665021, -0.009449316, -0.029534398, -0.08660087, 0.003936181, 0.019544758, 0.021174788, -0.053388067, -0.048969153, -0.018972404, -0.017195972, -0.002576261, 0.0070527843, -0.039276533, -0.07572592, -0.04285793, -0.12678967, 0.03186897, 0.024738578, -0.02889914, 0.02663997, 0.012890024, -0.03540244, 0.028891016, 0.025653234, 0.1154929, -0.0041016513, -0.051694795, -0.06662592, 0.026428185, -0.017643481, -0.009913753, 0.09575544, 0.019980567, 0.011014989, -0.056270286, 0.035718124, 0.06610192, 0.030801235, 0.07393904, 0.037135128, 0.009207451, 0.06961447, 0.043194175, -0.03749028, 0.039332077, -0.051909003, -0.015564559, 0.0018821807, 0.044969186, -0.019317457, 0.072314195, 0.10294507, -0.08337183, -0.012699216, -0.021859562, 0.043623004, 0.022695336, -0.024786372, -0.043532997, 0.05601006, -0.05141357, 0.016575295, -0.012591115, 0.010404807, -0.036840823, -0.16185932, -0.03937146, 0.041658055, -0.046257343, -0.086377904, 5.69732e-34, 0.086705245, 0.015288718, -0.025619633, -0.10564773, -0.101712, -0.024311552, 0.03317955, 0.12140783, -0.02972535, 0.023043312, 0.010483024, -0.008737754, 0.09146832, 0.024475072, 0.11307106, -0.020472053, 0.046819974, 0.098174736, 0.029620908, -0.03780605, -0.036808096, -0.07558871, -0.032401398, -0.0060358485, 0.013790529, -0.00848873, 0.024747511, -0.026978409, -0.05125228, 0.019130284, -0.028193293, 0.07187587, -0.01401072, 0.09469925, 0.0059153987, 0.031969022, -0.023725929, -0.035459418, 0.021802068, -0.054952543, 0.025809469, 0.035982385, -0.033751503, 0.034073953, -0.035863154, 0.010879647, -0.06629469, 0.030462086, -0.02423545, 0.01959689, 0.036423218, -0.04152435, 0.0017251787, -0.020587416, -0.08894828, -0.02374625, -0.020270448, 0.020601198, -0.09225122, -0.033329275, -0.04796585, -0.048613388, -0.016844839, 0.027813531, -0.07198267, -0.043166272, -0.06169417, 0.046652164, 0.026013974, -0.0858638, 0.011248379, 0.0171463, 0.0013617423, -0.007847741, -0.0146867605, 0.13114455, -0.04985508, 0.008434518, -0.0393502, 0.05900841, 0.035429314, 0.01113669, 0.015828626, -0.0022960296, -0.0052351593, -0.025144897, -0.0044342848, 0.05659044, -0.0099751465, -0.02717108, 0.06675211, 0.08647205, 0.015456233, 0.046680424, 0.015049122, -1.5241238e-08, -0.0418386, -0.016386718, 0.08037104, -0.021128124, -0.04476028, 0.06612807, 0.035249945, -0.12087211, -0.029921697, 0.05405516, 0.03321358, -0.031842303, -0.08148625, -0.036011633, 0.0057791905, 0.106464215, 0.048401378, 0.015219355, -0.0009949843, 0.018621186, 0.03174354, -0.030044785, 0.028530538, -0.030528486, -0.09845868, -0.07999307, 0.004047322, -0.041000456, -0.02675558, -0.12918273, 0.031939127, -0.014073483, -0.028515786, 0.032848574, -0.02955924, -0.0006738549, -0.011946219, -0.005056244, 0.033144213, -0.0116134705, -0.067387015, 0.07801889, -0.07280004, -0.07425232, 0.04742878, 0.025772814, 0.09526368, -0.052996546, -0.020660676, -0.0080713155, -0.008967224, 0.0073580695, 0.0641856, -0.057263773, 0.028084245, 0.06887876, -0.03070687, 0.0038578005, 0.0018844804, 0.04627105, -0.009910888, 0.07503109, 0.09119379, -0.0031092009].
2026-03-25 13:04:02,169 | INFO | src.pipeline_retrieval | Шаг 2: Поиск по косиносному расстоянию ближайших чанков
2026-03-25 13:04:17,959 | INFO | src.indexing.vector_store | Получено результатов из БД: 50
2026-03-25 13:04:17,960 | INFO | src.indexing.vector_store | Сформировано чанков: 50
2026-03-25 13:04:17,961 | INFO | src.indexing.vector_store | После parse_search_results получено чанков: 50
2026-03-25 13:04:17,962 | INFO | src.pipeline_retrieval | После preprocess: 50 строк
2026-03-25 13:04:17,964 | INFO | src.pipeline_retrieval | Шаг 3: Выполенение reranker
2026-03-25 13:04:17,964 | INFO | src.retrieval.retriever | После фильтра коротких чанков: 45 из 50
2026-03-25 13:04:18,450 | INFO | src.retrieval.reranker | После rerank оставляем top-3
2026-03-25 13:04:18,451 | INFO | src.pipeline_retrieval | Всего чанков: 3
2026-03-25 13:04:18,452 | INFO | src.pipeline_retrieval | Шаг 4: Сборка контекста
2026-03-25 13:04:18,453 | INFO | src.retrieval.prompt_builder | Начало build_context. Получено чанков: 3
2026-03-25 13:04:18,454 | INFO | src.retrieval.prompt_builder | Собран context длиной 1639 символов
2026-03-25 13:04:18,454 | INFO | src.pipeline_retrieval | Шаг 5: Сборка prompt
2026-03-25 13:04:18,464 | INFO | src.pipeline_retrieval | Шаг 6: Генерация ответа
2026-03-25 13:04:19,041 | INFO | src.generation.llm_client | Сгенерирован ответ длиной 11 символов
2026-03-25 13:04:19,041 | INFO | src.pipeline_retrieval | Pipeline завершён
2026-03-25 13:04:19,043 | INFO | src.core.config | Время выполнения функции 'run': 17.2766 секунд
2026-03-25 13:35:50,605 | INFO | src.pipeline_retrieval | Шаг 1: Формирование запроса в базу данных.
2026-03-25 13:35:50,630 | INFO | src.pipeline_retrieval | Эмбеддинг запроса [0.019435974, 0.08953558, -0.04974294, 0.015652642, -0.026656052, -0.15823485, -0.018088067, -0.01309944, -0.10564635, -0.017737221, 0.08653759, -0.038171068, 0.036263745, -0.002315856, 0.030325005, -0.05694112, -0.038167913, 0.0004744887, 0.03448758, -0.09435223, 0.054428585, 0.07680798, 0.066108495, 0.033949286, -0.005945955, -0.038748406, 0.021388156, 0.09014582, 0.010623463, 0.0031868836, 0.02249712, 0.02411088, 0.13482465, 0.00031163244, 0.08159091, 0.06244769, 0.018858595, -0.066973194, -0.020442745, 0.010359467, 0.047454935, -0.009492643, -0.0372886, -0.011283675, -0.06860958, 0.002335099, -0.13637754, 0.063536495, 0.07791794, 0.03873432, -0.036505617, -0.036837187, -0.040071495, -0.058308356, 0.08262671, 0.026748298, 0.040195115, 0.00022049417, -0.002612344, -0.099448204, -0.08233489, 0.025788054, -0.034292474, -0.006652218, 0.08424411, -0.033406913, -0.03525175, 0.08554044, -0.034833357, -0.042910498, -0.10413438, -0.041600455, -0.002621415, 0.0015289178, -0.034043968, -0.08876734, -0.008812599, -0.044647418, -0.03230133, 0.04164331, 0.010216587, 0.0019848826, 0.020388981, 0.08288045, 0.013517918, -0.0319464, -0.030693248, 0.045255665, -0.0022721647, -0.03311826, -0.06375974, -0.103092216, -0.021470163, -0.008215961, -0.08024229, 0.09153832, 0.07489714, -0.03365788, -0.093688585, 0.042346247, 0.02565433, -0.06330677, 0.050365403, 0.010655372, 0.078583226, 0.015370901, -0.008819376, -0.008037395, 0.039226778, -0.051816445, -0.03918469, -0.039480653, 0.027312934, -0.061534323, 0.10269058, -0.058879957, 0.005388033, 0.034523346, 0.01669707, -0.0053633405, 0.0578458, -0.060635854, -0.017605415, 0.022059795, -0.037154127, 0.04577697, 0.07464776, -4.5200443e-33, 0.046138283, -0.045038726, 0.042082038, 0.056843694, 0.028146978, 0.0392341, 0.01680862, -0.045091487, -0.037354536, -0.004519492, -0.025320474, 0.047166802, 0.013350666, 0.0499824, -0.008078436, 0.015514634, -0.015637385, 0.030657792, -0.058091242, 0.12499366, 0.0050560124, -0.00052330643, 0.050995447, -0.030278122, -0.02665021, -0.009449316, -0.029534398, -0.08660087, 0.003936181, 0.019544758, 0.021174788, -0.053388067, -0.048969153, -0.018972404, -0.017195972, -0.002576261, 0.0070527843, -0.039276533, -0.07572592, -0.04285793, -0.12678967, 0.03186897, 0.024738578, -0.02889914, 0.02663997, 0.012890024, -0.03540244, 0.028891016, 0.025653234, 0.1154929, -0.0041016513, -0.051694795, -0.06662592, 0.026428185, -0.017643481, -0.009913753, 0.09575544, 0.019980567, 0.011014989, -0.056270286, 0.035718124, 0.06610192, 0.030801235, 0.07393904, 0.037135128, 0.009207451, 0.06961447, 0.043194175, -0.03749028, 0.039332077, -0.051909003, -0.015564559, 0.0018821807, 0.044969186, -0.019317457, 0.072314195, 0.10294507, -0.08337183, -0.012699216, -0.021859562, 0.043623004, 0.022695336, -0.024786372, -0.043532997, 0.05601006, -0.05141357, 0.016575295, -0.012591115, 0.010404807, -0.036840823, -0.16185932, -0.03937146, 0.041658055, -0.046257343, -0.086377904, 5.69732e-34, 0.086705245, 0.015288718, -0.025619633, -0.10564773, -0.101712, -0.024311552, 0.03317955, 0.12140783, -0.02972535, 0.023043312, 0.010483024, -0.008737754, 0.09146832, 0.024475072, 0.11307106, -0.020472053, 0.046819974, 0.098174736, 0.029620908, -0.03780605, -0.036808096, -0.07558871, -0.032401398, -0.0060358485, 0.013790529, -0.00848873, 0.024747511, -0.026978409, -0.05125228, 0.019130284, -0.028193293, 0.07187587, -0.01401072, 0.09469925, 0.0059153987, 0.031969022, -0.023725929, -0.035459418, 0.021802068, -0.054952543, 0.025809469, 0.035982385, -0.033751503, 0.034073953, -0.035863154, 0.010879647, -0.06629469, 0.030462086, -0.02423545, 0.01959689, 0.036423218, -0.04152435, 0.0017251787, -0.020587416, -0.08894828, -0.02374625, -0.020270448, 0.020601198, -0.09225122, -0.033329275, -0.04796585, -0.048613388, -0.016844839, 0.027813531, -0.07198267, -0.043166272, -0.06169417, 0.046652164, 0.026013974, -0.0858638, 0.011248379, 0.0171463, 0.0013617423, -0.007847741, -0.0146867605, 0.13114455, -0.04985508, 0.008434518, -0.0393502, 0.05900841, 0.035429314, 0.01113669, 0.015828626, -0.0022960296, -0.0052351593, -0.025144897, -0.0044342848, 0.05659044, -0.0099751465, -0.02717108, 0.06675211, 0.08647205, 0.015456233, 0.046680424, 0.015049122, -1.5241238e-08, -0.0418386, -0.016386718, 0.08037104, -0.021128124, -0.04476028, 0.06612807, 0.035249945, -0.12087211, -0.029921697, 0.05405516, 0.03321358, -0.031842303, -0.08148625, -0.036011633, 0.0057791905, 0.106464215, 0.048401378, 0.015219355, -0.0009949843, 0.018621186, 0.03174354, -0.030044785, 0.028530538, -0.030528486, -0.09845868, -0.07999307, 0.004047322, -0.041000456, -0.02675558, -0.12918273, 0.031939127, -0.014073483, -0.028515786, 0.032848574, -0.02955924, -0.0006738549, -0.011946219, -0.005056244, 0.033144213, -0.0116134705, -0.067387015, 0.07801889, -0.07280004, -0.07425232, 0.04742878, 0.025772814, 0.09526368, -0.052996546, -0.020660676, -0.0080713155, -0.008967224, 0.0073580695, 0.0641856, -0.057263773, 0.028084245, 0.06887876, -0.03070687, 0.0038578005, 0.0018844804, 0.04627105, -0.009910888, 0.07503109, 0.09119379, -0.0031092009].
2026-03-25 13:35:50,631 | INFO | src.pipeline_retrieval | Шаг 2: Поиск по косиносному расстоянию ближайших чанков
2026-03-25 13:36:06,442 | INFO | src.indexing.vector_store | Получено результатов из БД: 50
2026-03-25 13:36:06,443 | INFO | src.indexing.vector_store | Сформировано чанков: 50
2026-03-25 13:36:06,443 | INFO | src.indexing.vector_store | После parse_search_results получено чанков: 50
2026-03-25 13:36:06,444 | INFO | src.pipeline_retrieval | После preprocess: 50 строк
2026-03-25 13:36:06,446 | INFO | src.pipeline_retrieval | Шаг 3: Выполенение reranker
2026-03-25 13:36:06,446 | INFO | src.retrieval.retriever | После фильтра коротких чанков: 45 из 50
2026-03-25 13:36:06,828 | INFO | src.retrieval.reranker | После rerank оставляем top-3
2026-03-25 13:36:06,830 | INFO | src.pipeline_retrieval | Всего чанков: 3
2026-03-25 13:36:06,831 | INFO | src.pipeline_retrieval | Шаг 4: Сборка контекста
2026-03-25 13:36:06,831 | INFO | src.retrieval.prompt_builder | Начало build_context. Получено чанков: 3
2026-03-25 13:36:06,832 | INFO | src.retrieval.prompt_builder | Собран context длиной 1639 символов
2026-03-25 13:36:06,833 | INFO | src.pipeline_retrieval | Шаг 5: Сборка prompt
2026-03-25 13:36:06,834 | INFO | src.pipeline_retrieval | Шаг 6: Генерация ответа
2026-03-25 13:36:07,128 | INFO | src.generation.llm_client | Сгенерирован ответ длиной 11 символов
2026-03-25 13:36:07,129 | INFO | src.pipeline_retrieval | Pipeline завершён
2026-03-25 13:36:07,130 | INFO | src.core.config | Время выполнения функции 'run': 16.5257 секунд
2026-03-26 09:29:39,428 | INFO | __main__ | Логгер запущен
2026-03-26 09:29:41,337 | INFO | src.retrieval.reranker | Загрузка reranker-модели: cross-encoder/ms-marco-MiniLM-L-6-v2
2026-03-26 09:29:43,758 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 09:29:50,104 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 09:29:54,647 | INFO | src.pipeline_retrieval | Шаг 1: Формирование запроса в базу данных.
2026-03-26 09:29:55,135 | INFO | src.pipeline_retrieval | Эмбеддинг запроса [0.019435974, 0.08953558, -0.04974294, 0.015652642, -0.026656052, -0.15823485, -0.018088067, -0.01309944, -0.10564635, -0.017737221, 0.08653759, -0.038171068, 0.036263745, -0.002315856, 0.030325005, -0.05694112, -0.038167913, 0.0004744887, 0.03448758, -0.09435223, 0.054428585, 0.07680798, 0.066108495, 0.033949286, -0.005945955, -0.038748406, 0.021388156, 0.09014582, 0.010623463, 0.0031868836, 0.02249712, 0.02411088, 0.13482465, 0.00031163244, 0.08159091, 0.06244769, 0.018858595, -0.066973194, -0.020442745, 0.010359467, 0.047454935, -0.009492643, -0.0372886, -0.011283675, -0.06860958, 0.002335099, -0.13637754, 0.063536495, 0.07791794, 0.03873432, -0.036505617, -0.036837187, -0.040071495, -0.058308356, 0.08262671, 0.026748298, 0.040195115, 0.00022049417, -0.002612344, -0.099448204, -0.08233489, 0.025788054, -0.034292474, -0.006652218, 0.08424411, -0.033406913, -0.03525175, 0.08554044, -0.034833357, -0.042910498, -0.10413438, -0.041600455, -0.002621415, 0.0015289178, -0.034043968, -0.08876734, -0.008812599, -0.044647418, -0.03230133, 0.04164331, 0.010216587, 0.0019848826, 0.020388981, 0.08288045, 0.013517918, -0.0319464, -0.030693248, 0.045255665, -0.0022721647, -0.03311826, -0.06375974, -0.103092216, -0.021470163, -0.008215961, -0.08024229, 0.09153832, 0.07489714, -0.03365788, -0.093688585, 0.042346247, 0.02565433, -0.06330677, 0.050365403, 0.010655372, 0.078583226, 0.015370901, -0.008819376, -0.008037395, 0.039226778, -0.051816445, -0.03918469, -0.039480653, 0.027312934, -0.061534323, 0.10269058, -0.058879957, 0.005388033, 0.034523346, 0.01669707, -0.0053633405, 0.0578458, -0.060635854, -0.017605415, 0.022059795, -0.037154127, 0.04577697, 0.07464776, -4.5200443e-33, 0.046138283, -0.045038726, 0.042082038, 0.056843694, 0.028146978, 0.0392341, 0.01680862, -0.045091487, -0.037354536, -0.004519492, -0.025320474, 0.047166802, 0.013350666, 0.0499824, -0.008078436, 0.015514634, -0.015637385, 0.030657792, -0.058091242, 0.12499366, 0.0050560124, -0.00052330643, 0.050995447, -0.030278122, -0.02665021, -0.009449316, -0.029534398, -0.08660087, 0.003936181, 0.019544758, 0.021174788, -0.053388067, -0.048969153, -0.018972404, -0.017195972, -0.002576261, 0.0070527843, -0.039276533, -0.07572592, -0.04285793, -0.12678967, 0.03186897, 0.024738578, -0.02889914, 0.02663997, 0.012890024, -0.03540244, 0.028891016, 0.025653234, 0.1154929, -0.0041016513, -0.051694795, -0.06662592, 0.026428185, -0.017643481, -0.009913753, 0.09575544, 0.019980567, 0.011014989, -0.056270286, 0.035718124, 0.06610192, 0.030801235, 0.07393904, 0.037135128, 0.009207451, 0.06961447, 0.043194175, -0.03749028, 0.039332077, -0.051909003, -0.015564559, 0.0018821807, 0.044969186, -0.019317457, 0.072314195, 0.10294507, -0.08337183, -0.012699216, -0.021859562, 0.043623004, 0.022695336, -0.024786372, -0.043532997, 0.05601006, -0.05141357, 0.016575295, -0.012591115, 0.010404807, -0.036840823, -0.16185932, -0.03937146, 0.041658055, -0.046257343, -0.086377904, 5.69732e-34, 0.086705245, 0.015288718, -0.025619633, -0.10564773, -0.101712, -0.024311552, 0.03317955, 0.12140783, -0.02972535, 0.023043312, 0.010483024, -0.008737754, 0.09146832, 0.024475072, 0.11307106, -0.020472053, 0.046819974, 0.098174736, 0.029620908, -0.03780605, -0.036808096, -0.07558871, -0.032401398, -0.0060358485, 0.013790529, -0.00848873, 0.024747511, -0.026978409, -0.05125228, 0.019130284, -0.028193293, 0.07187587, -0.01401072, 0.09469925, 0.0059153987, 0.031969022, -0.023725929, -0.035459418, 0.021802068, -0.054952543, 0.025809469, 0.035982385, -0.033751503, 0.034073953, -0.035863154, 0.010879647, -0.06629469, 0.030462086, -0.02423545, 0.01959689, 0.036423218, -0.04152435, 0.0017251787, -0.020587416, -0.08894828, -0.02374625, -0.020270448, 0.020601198, -0.09225122, -0.033329275, -0.04796585, -0.048613388, -0.016844839, 0.027813531, -0.07198267, -0.043166272, -0.06169417, 0.046652164, 0.026013974, -0.0858638, 0.011248379, 0.0171463, 0.0013617423, -0.007847741, -0.0146867605, 0.13114455, -0.04985508, 0.008434518, -0.0393502, 0.05900841, 0.035429314, 0.01113669, 0.015828626, -0.0022960296, -0.0052351593, -0.025144897, -0.0044342848, 0.05659044, -0.0099751465, -0.02717108, 0.06675211, 0.08647205, 0.015456233, 0.046680424, 0.015049122, -1.5241238e-08, -0.0418386, -0.016386718, 0.08037104, -0.021128124, -0.04476028, 0.06612807, 0.035249945, -0.12087211, -0.029921697, 0.05405516, 0.03321358, -0.031842303, -0.08148625, -0.036011633, 0.0057791905, 0.106464215, 0.048401378, 0.015219355, -0.0009949843, 0.018621186, 0.03174354, -0.030044785, 0.028530538, -0.030528486, -0.09845868, -0.07999307, 0.004047322, -0.041000456, -0.02675558, -0.12918273, 0.031939127, -0.014073483, -0.028515786, 0.032848574, -0.02955924, -0.0006738549, -0.011946219, -0.005056244, 0.033144213, -0.0116134705, -0.067387015, 0.07801889, -0.07280004, -0.07425232, 0.04742878, 0.025772814, 0.09526368, -0.052996546, -0.020660676, -0.0080713155, -0.008967224, 0.0073580695, 0.0641856, -0.057263773, 0.028084245, 0.06887876, -0.03070687, 0.0038578005, 0.0018844804, 0.04627105, -0.009910888, 0.07503109, 0.09119379, -0.0031092009].
2026-03-26 09:29:55,136 | INFO | src.pipeline_retrieval | Шаг 2: Поиск по косиносному расстоянию ближайших чанков
2026-03-26 09:30:11,640 | INFO | src.indexing.vector_store | Получено результатов из БД: 50
2026-03-26 09:30:11,643 | INFO | src.indexing.vector_store | Сформировано чанков: 50
2026-03-26 09:30:11,644 | INFO | src.indexing.vector_store | После parse_search_results получено чанков: 50
2026-03-26 09:30:11,644 | INFO | src.pipeline_retrieval | После preprocess: 50 строк
2026-03-26 09:30:11,645 | INFO | src.pipeline_retrieval | Шаг 3: Выполенение reranker
2026-03-26 09:30:11,646 | INFO | src.retrieval.retriever | После фильтра коротких чанков: 45 из 50
2026-03-26 09:30:12,048 | INFO | src.retrieval.reranker | После rerank оставляем top-2
2026-03-26 09:30:12,049 | INFO | src.pipeline_retrieval | Всего чанков: 2
2026-03-26 09:30:12,051 | INFO | src.pipeline_retrieval | Шаг 4: Сборка контекста
2026-03-26 09:30:12,051 | INFO | src.retrieval.prompt_builder | Начало build_context. Получено чанков: 2
2026-03-26 09:30:12,051 | INFO | src.retrieval.prompt_builder | Собран context длиной 969 символов
2026-03-26 09:30:12,052 | INFO | src.pipeline_retrieval | Шаг 5: Сборка prompt
2026-03-26 09:30:12,062 | INFO | src.pipeline_retrieval | Шаг 6: Генерация ответа
2026-03-26 09:30:13,869 | INFO | src.generation.llm_client | Сгенерирован ответ длиной 81 символов
2026-03-26 09:30:13,870 | INFO | src.pipeline_retrieval | Pipeline завершён
2026-03-26 09:30:13,871 | INFO | src.core.config | Время выполнения функции 'run': 19.2240 секунд
2026-03-26 09:32:57,670 | INFO | __main__ | Логгер запущен
2026-03-26 09:32:57,688 | INFO | src.retrieval.reranker | Загрузка reranker-модели: cross-encoder/ms-marco-MiniLM-L-6-v2
2026-03-26 09:33:00,175 | INFO | src.generation.llm_client | Загрузка LLM-модели: google/flan-t5-large
2026-03-26 09:33:06,208 | INFO | src.generation.llm_client | LLM загружена на устройство: cuda
2026-03-26 09:33:06,221 | INFO | src.pipeline_retrieval | Шаг 1: Формирование запроса в базу данных.
